16.0353,0.624192,5.23562
16.8859,1.32771,5.51636
26.7932,3.17716,8.76304
21.8416,3.45332,7.20476
17.2688,0.863433,4.9417
17.0969,1.52186,4.90454
18.963,2.43479,5.46039
18.9428,3.17709,5.49431
27.9275,1.69445,6.90592
26.8871,2.67603,6.66647
26.5662,3.6735,6.62395
21.1071,3.74491,5.30546
32.3334,2.28322,6.78417
26.1774,2.8545,5.51562
25.6313,3.78991,5.42913
20.879,3.89352,4.46088
25.8885,2.07824,4.49023
29.9158,3.54837,5.20424
25.0086,3.92682,4.38168
21.6684,4.24442,3.83128
23.8188,2.13436,3.27778
23.7353,3.03623,3.28041
21.3298,4.37354,2.98928
42.711,4.23048,4.32719
31.1504,4.27238,3.17822
25.8819,4.54144,2.66297
21.3388,4.57263,2.21697
31.2888,4.57476,2.08126
24.1992,4.46588,1.62804
20.4421,4.56838,1.38661
42.0481,4.92801,1.26924
30.1766,4.68728,0.928839
23.9995,4.64935,0.750861
19.6436,4.57037,0.624478
38.0988,4.80884,-0.19687
28.3857,4.66165,-0.13689
22.8092,4.62697,-0.10299
18.7996,4.55034,-0.0802045
25.8154,3.49081,-1.04353
19.6612,3.40873,-0.785767
15.7266,3.33518,-0.628367
13.0374,3.27395,-0.520791
24.2218,3.49253,-1.84726
18.5181,3.37842,-1.41104
14.9223,3.30021,-1.13862
12.6626,3.30123,-0.97228
30.4143,4.65968,-3.43717
13.8338,2.65013,-1.54896
13.4556,3.10178,-1.52022
12.1082,3.27658,-1.38138
28.5525,4.6335,-4.28117
22.4916,4.52471,-3.37957
9.32142,2.23681,-1.39155
9.24609,2.59311,-1.3984
26.8012,4.59392,-5.03226
21.4916,4.52888,-4.0477
17.7268,4.44155,-3.36537
14.9931,4.36984,-2.87655
4.10741,0.734933,-0.899363
20.4099,4.49376,-4.65549
16.9129,4.41326,-3.88443
14.4661,4.37326,-3.36704
-19.5678,2.84536,7.05342
-23.7537,2.63716,7.99243
-29.5705,2.2789,9.27729
-25.0681,1.08594,7.35371
-19.225,2.99833,6.13833
-23.3973,2.84985,6.93887
-28.8571,2.53846,7.929
-38.8037,2.11946,9.86354
-19.1583,3.17952,5.36781
-23.0664,3.04128,5.95154
-27.8216,2.7354,6.5983
-38.4833,2.50554,8.34149
-20.055,3.53111,4.85535
-23.1108,3.28454,5.10132
-25.777,2.79713,5.15961
-37.927,2.87117,6.83803
-19.7493,3.67282,4.04477
-20.8562,3.17031,3.84161
-28.9446,3.43527,4.74501
-38.4234,3.28884,5.54879
-18.9607,3.71325,3.19205
-22.167,3.58707,3.27934
-27.6262,3.55002,3.54577
-18.6417,3.83352,2.46329
-21.9162,3.76323,2.45673
-26.283,3.63622,2.43519
-33.4111,3.51966,2.45499
-17.176,3.69981,1.65001
-20.8207,3.77886,1.59587
-25.102,3.71685,1.4416
-22.4179,2.57684,0.868243
-16.9786,3.82858,1.02237
-14.4605,2.7645,0.601192
-17.0276,2.68551,0.383237
-16.7683,2.08827,0.0673993
-11.9081,2.80033,0.299686
-13.9084,2.79794,0.0841504
-11.8742,1.98614,-0.143093
-26.6546,3.5798,-0.856587
-11.1594,2.73511,-0.120896
-8.91223,1.87581,-0.252587
-21.1053,3.74208,-1.03848
-25.3893,3.65918,-1.71989
-7.4755,1.90523,-0.340875
-17.2015,3.80518,-1.14585
-20.0715,3.76131,-1.70845
-24.1109,3.71036,-2.5033
-14.4835,3.85355,-1.22746
-16.5326,3.82333,-1.70377
-19.29,3.80889,-2.34593
-22.9557,3.75611,-3.22526
-14.0276,3.88191,-1.71242
-15.9806,3.86247,-2.24132
-18.4453,3.82748,-2.92859
-21.7614,3.77637,-3.86971
-13.5448,3.89844,-2.17051
-15.3941,3.88507,-2.74556
-17.7817,3.87382,-3.504
-20.8948,3.8349,-4.51688
-13.1711,3.94121,-2.62968
-14.8367,3.91701,-3.23353
-17.1306,3.91498,-4.05312
-19.7398,3.83321,-5.05918
-19.4764,2.89184,7.04098
-23.1241,2.63717,7.80428
-28.9788,2.32016,9.11946
-24.9995,1.15749,7.35602
-18.9371,3.01159,6.06611
-22.9692,2.86735,6.83463
-27.4254,2.49461,7.56241
-38.0967,2.19445,9.71794
-18.9678,3.20634,5.33348
-22.7348,3.06666,5.88783
-27.385,2.77487,6.51995
-37.098,2.52598,8.07458
-19.9276,3.57026,4.84385
-23.0767,3.3501,5.11503
-25.7489,2.8718,5.17678
-19.2053,3.63093,3.95219
-20.6833,3.20719,3.82859
-28.4151,3.4582,4.68345
-36.9164,3.27019,5.36352
-18.8465,3.74938,3.19012
-22.0238,3.63132,3.27766
-18.2633,3.81239,2.43007
-21.3703,3.73488,2.41465
-26.0582,3.6841,2.43633
-32.3882,3.50898,2.40727
-16.8047,3.67209,1.62946
-20.5895,3.80012,1.59568
-24.5231,3.70544,1.42914
-22.1058,2.60736,0.874358
-16.9528,3.87578,1.03492
-14.1879,2.75594,0.602029
-16.8465,2.70812,0.392971
-17.2331,2.19832,0.0818647
-11.8013,2.81214,0.306797
-13.6796,2.79399,0.0941503
-11.9659,2.03803,-0.135141
-26.3614,3.61985,-0.826346
